cstno,is_churned,age,sex,dependent_num,education,marital_stat,imcome_cat,card_type,mon_on_book,tot_product_count,months_inact_for_12m,contact_cnt_for_12m,credit_line,tot_revol_balance,mean_open_to_buy,tot_amt_ratio_q4_q1,tot_trans_amt_for_12m,tot_trans_cnt_for_12m,tot_cnt_ratio_q4_q1,mean_util_pct
713008308,0,59,F,0,Unknown,Married,,Blue,47,5,3,2,7692,1678,6014,,1861,42,0.5,0.218
713009208,0,54,F,3,Graduate,Single,Less than $40K,Blue,44,3,2,3,2077,1634,443,0.771,,,0.833,0.787
713010483,0,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936,2379,557,,1572,57,0.676,
713013483,0,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,,3754,58,,0.636
713016633,0,47,,3,High School,Single,$60K - $80K,Blue,36,4,3,2,5344,1582,3762,0.537,1984,36,1,0.296
713017758,0,47,F,1,Uneducated,Single,Less than $40K,Blue,32,6,2,2,1636,1135,501,0.754,5056,85,0.809,0.694
713019783,0,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,850,,4081,,0.8,0.679
713021208,1,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516,0,34516,,1353,,0.212,0
713023158,0,39,F,2,College,Married,,Blue,31,3,1,2,2901,2143,758,,4239,,0.733,0.739
713027058,1,46,F,4,Doctorate,Single,,Blue,36,2,2,3,2292,,2292,0.568,,31,0.409,0
713029683,0,64,M,0,Graduate,Single,Less than $40K,Blue,36,5,4,1,1873,468,1405,1.154,4738,82,0.608,0.25
713030958,0,57,F,2,College,Married,,Blue,44,6,3,2,3914,0,3914,0.524,1964,54,0.8,
713032233,0,53,F,2,Graduate,Single,Less than $40K,Blue,36,5,1,4,2708,2271,437,,4812,,,0.839
713036208,0,46,,1,Graduate,Married,$40K - $60K,Blue,27,2,2,2,6903,,4812,0.919,15751,,,0.303
713037333,0,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430,0,21430,0.511,3561,,0.676,
713039808,0,45,M,4,College,Married,Less than $40K,Blue,32,3,2,1,6637,,6637,0.675,1801,48,0.6,0
713041683,1,55,,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697,0,4697,0.544,1867,,,0
713043183,0,61,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,2572,1969,603,0.644,4313,84,0.787,0.766
713047608,1,40,,2,College,Unknown,Less than $40K,Blue,36,6,1,3,2387,,374,0.449,2134,,0.952,0.843
713048733,0,50,M,2,Uneducated,Married,$120K +,Blue,40,3,1,1,34516,1871,32645,,4054,75,0.364,0.054
713049933,0,65,F,1,High School,Married,,Blue,36,5,2,2,5756,0,5756,,2144,44,0.63,0
713053383,1,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516,781,33735,0.803,853,12,0.091,0.023
713056083,0,52,M,2,High School,Single,$120K +,Blue,46,4,2,4,34516,0,34516,,4037,,0.706,0
713057658,0,48,F,3,Unknown,Divorced,Less than $40K,Blue,36,5,1,4,3968,935,3033,,4128,72,0.674,
713061558,0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4010,1247,2763,,,24,0.846,0.311
713064783,0,60,F,1,Unknown,Unknown,$40K - $60K,Blue,48,3,3,4,5362,2057,3305,0.763,4205,,0.766,0.384
713068833,0,44,F,3,Uneducated,Single,Less than $40K,Blue,32,2,2,1,1438.3,894,544.3,0.762,,85,0.932,
713071383,0,54,F,1,Unknown,Single,Unknown,Blue,36,1,3,3,3723,1728,1995,0.595,8554,99,,0.464
713072358,0,42,M,2,Graduate,Married,$80K - $120K,Silver,31,2,1,3,34516,1356,33160,0.71,12878,104,0.825,
713079108,0,51,F,0,Graduate,Married,,Blue,42,5,3,2,1858,925,933,1.056,,,0.6,0.498
713081583,0,51,F,4,Unknown,Married,,Blue,32,2,2,3,2350,1272,1078,0.873,4647,86,0.911,0.541
713082708,0,41,F,2,High School,Married,Less than $40K,Blue,36,6,2,2,4953,991,3962,0.342,4183,67,0.489,0.2
713084208,1,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373,0,4373,0.623,2397,46,0.484,
713086908,0,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212,1670,542,,2520,,0.545,
713087958,0,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516,,33179,0.704,7919,,0.635,0.039
713089458,0,44,,1,High School,Married,Less than $40K,Blue,33,5,2,2,6130,,5322,0.747,3411,,0.592,
713090658,0,58,F,2,Uneducated,Single,Unknown,Blue,44,1,2,2,2599,,1192,,8061,98,,0.541
713094483,0,43,F,3,Unknown,Married,$40K - $60K,Blue,32,3,2,4,4391,0,4391,0.757,,78,0.814,
713095533,0,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333,1485,848,0.692,,,0.722,
713096583,1,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,0.543,2294,40,,0.378
713101383,0,44,F,2,Unknown,Married,$40K - $60K,Blue,36,1,1,1,1834,,1834,0.618,5402,,0.611,0
713102733,0,38,F,3,Graduate,Single,,Gold,31,2,3,2,15987,1766,14221,0.791,8195,,0.679,0.11
713105508,0,46,M,3,High School,Single,$60K - $80K,Silver,29,4,3,3,34516,,32476,,3754,,1.038,0.059
713108433,0,53,M,3,College,Married,$80K - $120K,Blue,40,4,4,4,6052,1720,4332,,,37,0.423,0.284
713110908,0,30,M,1,Unknown,Married,Less than $40K,Blue,13,3,6,5,2607,1966,641,,,,0.607,0.754
713111883,0,51,M,1,Unknown,Married,$120K +,Blue,31,5,1,2,25837,1812,24025,0.686,3783,70,,0.07
713114133,1,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443,0,1443,,2092,38,0.31,0
713115483,1,44,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684,0,1684,,,45,0.607,
713119308,0,50,F,3,Unknown,Single,,Blue,39,4,4,3,1852,,1852,,,82,0.783,0
713120433,0,55,,2,High School,Married,$40K - $60K,Blue,42,2,2,3,5431,2007,3424,0.661,4569,82,0.608,0.37
713124558,0,43,F,2,Graduate,Married,Unknown,Blue,34,6,1,4,7210,,6428,0.733,4249,75,0.5,0.108
713126733,0,56,M,3,College,Married,$120K +,Blue,43,6,2,2,17539,2517,15022,,1220,,0.765,
713127708,0,38,F,0,Uneducated,Married,,Blue,26,5,1,4,2230,0,2230,0.896,3766,63,0.909,0
713128833,0,49,,2,Unknown,Unknown,,Blue,36,5,3,2,6511,1790,4721,,,,0.267,0.275
713132133,0,54,,1,Unknown,Married,,Blue,39,3,2,4,2720,1694,1026,0.843,5103,81,0.761,0.623
713134458,0,54,M,3,High School,Married,,Blue,43,4,1,1,13219,0,13219,0.576,1097,,,0
713137233,0,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756,1789,25967,,994,24,0.846,
713138433,0,50,M,3,Graduate,Single,,Blue,42,4,2,3,14782,,13762,0.683,3206,54,0.8,0.069
713144208,1,51,F,0,High School,Married,Unknown,Blue,42,1,4,4,9989,568,9421,0.52,,,0.485,0.057
713146683,0,35,F,1,High School,Unknown,Unknown,Blue,36,2,3,2,4460,0,4460,0.916,5473,,0.756,0
713149683,0,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297,1668,7629,0.521,1264,31,0.632,0.179
713151258,0,55,,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065,0,3065,0.716,3524,69,,0
713152383,0,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840,2517,323,,,82,0.864,0.886
713159133,0,32,F,2,High School,Single,Less than $40K,Silver,23,4,2,2,14143,1472,12671,,,117,0.648,0.104
713160258,0,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034,2033,1001,0.642,4349,90,0.731,0.67
713162358,0,49,F,4,Unknown,Single,,Blue,36,4,3,2,9595,509,9086,0.625,4050,,0.5,
713163258,1,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388,,3388,0.368,1959,,0.857,
713166333,0,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831,1302,13529,0.916,,73,0.698,0.088
713167383,0,57,F,3,High School,Single,Less than $40K,Blue,46,1,2,2,2298,1540,758,0.708,5154,81,0.976,0.67
713171358,0,46,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.749,3880,74,0.721,0
713172408,0,54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,32558,2016,30542,0.506,1440,37,,0.062
713175483,0,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022,871,5151,0.6,3745,74,0.423,
713177808,0,57,F,3,College,Single,,Blue,51,5,1,0,2894,0,2894,0.886,,,,0
713179083,0,32,F,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193,1533,1660,0.936,4419,,0.786,
713180433,0,56,F,2,Graduate,Single,,Blue,48,5,3,2,3934,2517,1417,0.682,4837,87,0.673,
713181558,0,55,,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794,0,5794,,4201,,,
713182458,0,53,,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692,2446,14246,0.853,1288,,,
713184858,0,58,F,2,High School,Single,Less than $40K,Blue,50,4,3,4,1438.3,818,620.3,0.917,,71,1.088,0.569
713186058,1,42,,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.58,2191,51,0.457,
713187033,0,46,M,1,Uneducated,Married,,Blue,36,3,2,2,20459,2071,18388,1.248,1767,38,,
713188383,0,54,F,1,College,Married,Less than $40K,Blue,36,4,2,4,3084,2517,567,0.651,,22,0.833,
713194608,0,37,M,2,Graduate,Married,,Blue,36,6,3,2,2463,1751,712,0.854,2171,58,,
713197308,0,42,M,4,Graduate,Married,,Silver,33,1,2,1,6224,,6224,0.63,7612,82,0.783,0
713199558,0,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737,813,924,0.756,3669,,0.812,0.468
713203908,0,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158,1695,463,0.766,1833,27,0.588,0.785
713205108,0,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950,,888,0.48,3873,,,0.545
713206683,1,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516,0,34516,,1028,,0.3,0
713208033,0,43,F,3,High School,Married,,Blue,36,2,3,0,7350,1360,5990,0.744,,64,,0.185
713209308,0,59,M,0,Graduate,Single,$60K - $80K,Blue,46,2,3,2,17218,1829,15389,0.638,7971,97,,0.106
713216883,0,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500,1904,1596,,2003,,0.952,0.544
713220258,0,65,F,0,High School,Married,Unknown,Blue,36,4,3,2,8138,,6034,0.837,1299,,0.812,0.259
713231658,0,45,F,2,Doctorate,Single,Less than $40K,Blue,33,6,2,3,5553,1117,4436,0.914,3744,52,0.793,
713233908,0,33,,2,Graduate,Divorced,$60K - $80K,Blue,21,5,3,3,20791,0,20791,,2883,93,0.755,0
713236458,0,55,M,4,Unknown,Single,,Blue,48,2,2,3,18980,2517,16463,0.655,8295,113,,0.133
713237958,0,34,M,0,Graduate,Married,,Blue,17,4,1,4,2638,,546,,,43,0.344,
713239308,0,43,F,2,High School,Married,Unknown,Blue,36,2,3,3,2679,1694,985,,4640,85,,0.632
713240133,0,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,9351,,7869,0.464,,60,0.714,0.158
713241033,0,34,M,0,Graduate,Married,$60K - $80K,Blue,26,4,3,3,5175,977,4198,1.705,2405,,0.885,
713242383,1,39,M,2,Uneducated,Married,$120K +,Silver,19,2,1,2,34516,796,33720,0.841,7721,75,0.667,
713246208,0,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,2,4,13364,1318,12046,,4548,54,0.862,
713247408,0,51,F,3,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,1750,813,937,,4333,,0.7,
713249883,0,51,F,2,Uneducated,Married,$40K - $60K,Blue,36,6,3,3,3359,873,2486,0.785,4572,81,,
713251008,0,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3,1,2960,,1107,,3921,,0.853,0.626
713253858,1,50,F,1,College,Married,Unknown,Blue,37,2,2,3,1461,0,1461,0.563,2176,40,0.379,0
713254983,0,62,M,0,Uneducated,Single,$60K - $80K,Blue,50,5,2,2,14314,656,13658,0.822,,70,0.667,0.046
713256033,0,39,F,3,Uneducated,Single,,Blue,25,5,3,3,4181,1604,2577,0.659,3955,,0.574,0.384
713257083,0,46,F,4,Unknown,Married,$40K - $60K,Blue,36,1,3,1,1925,,723,0.518,4343,,0.737,0.624
713261133,1,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632,,8632,0.395,2221,40,0.739,0
713263758,0,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312,,315,0.787,5085,,0.773,0.864
713265858,0,44,M,3,Graduate,Married,$120K +,Blue,32,4,2,2,34516,,33172,0.523,4795,92,,
713267133,0,41,,5,Post-Graduate,Married,Less than $40K,Blue,33,3,1,2,6519,851,5668,0.679,3088,65,0.711,0.131
713271708,0,46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,2,12685,0,12685,0.674,,,0.574,0
713277783,0,45,F,4,Uneducated,Married,$40K - $60K,Silver,36,6,2,2,18679,905,17774,0.541,2168,55,0.486,0.048
713279808,0,53,M,2,Unknown,Married,,Blue,36,6,3,3,5619,1310,4309,1.276,1816,,,0.233
713283933,1,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032,0,3032,,2273,44,0.517,0
713285058,0,46,,3,Doctorate,Single,,Blue,34,4,3,4,2258,1600,658,0.607,4275,,0.551,0.709
713287608,0,54,F,3,High School,Married,Less than $40K,Blue,41,5,4,4,3161,1220,1941,,2412,62,,
713289183,0,53,,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255,1647,608,0.848,,,0.767,0.73
713292933,0,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566,726,9840,0.893,2156,64,1.207,
713293983,0,52,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,33,5,3,2,3388,2517,871,0.919,,91,0.784,0.743
713295183,0,48,,2,Graduate,Divorced,$80K - $120K,Blue,29,6,2,3,24446,1854,22592,0.782,,75,0.786,
713299758,0,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979,1289,7690,0.651,,87,,0.144
713301633,0,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678,,516,0.722,4402,,0.851,0.692
713302758,0,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646,1448,13198,0.895,8160,,0.586,
713303733,0,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612,744,868,0.636,1564,,0.5,0.462
713305233,0,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994,0,4994,,4802,,0.761,
713309583,0,55,F,2,College,Married,Less than $40K,Blue,36,6,3,4,2967,2129,838,1.075,,,0.788,0.718
713310558,0,47,F,2,Graduate,Married,$40K - $60K,Blue,28,5,2,2,2035,1620,415,0.838,4130,74,0.721,0.796
713314533,1,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283,0,12283,0.413,,,0.323,
713315433,0,61,M,2,Uneducated,Married,$60K - $80K,Blue,48,4,1,2,18571,0,18571,0.594,15802,118,0.686,0
713316558,0,41,,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573,0,4573,,3776,70,0.944,0
713318733,1,32,M,0,College,Single,$60K - $80K,Blue,24,3,2,3,4097,0,4097,0.836,8376,64,0.684,
713325108,0,36,M,2,Post-Graduate,Married,,Blue,29,5,3,3,7712,2517,5195,0.676,1845,,,0.326
713328108,0,60,F,1,College,Married,Less than $40K,Blue,36,2,2,2,1671,1047,624,0.727,5189,,0.795,0.627
713331408,0,35,M,3,Uneducated,Married,,Blue,36,6,2,5,8682,1647,7035,0.971,1792,36,0.8,0.19
713333433,1,49,M,3,Uneducated,Unknown,,Blue,41,3,4,4,18075,0,18075,0.531,1477,30,0.5,0
713336883,1,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,,2285,46,0.643,0
713339283,0,54,M,3,Unknown,Married,,Blue,39,4,3,4,6348,798,5550,1.042,4135,71,0.972,0.126
713343333,0,42,M,3,Unknown,Married,$40K - $60K,Blue,29,4,3,4,6698,1327,5371,0.798,,77,,0.198
713345508,0,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325,1662,663,0.8,4471,,0.804,0.715
713346558,0,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784,891,5893,,,,0.556,0.131
713348433,0,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545,751,794,0.551,,62,0.59,
713350908,0,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690,1912,778,,3636,68,0.7,0.711
713355708,0,41,F,3,High School,Married,Unknown,Blue,31,4,6,3,4739,,2861,0.719,5238,,0.826,0.396
713356833,0,52,,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710,2517,1193,,1578,,0.7,0.678
713358633,0,30,M,1,Graduate,Single,,Blue,36,6,1,2,11371,,10356,,2768,,0.889,0.089
713362158,0,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087,,3519,,0.591,0
713364783,0,42,,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,1010,2443,,8108,,,0.292
713366583,0,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055,,1370,0.541,1405,40,0.481,0.552
713367858,0,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479,1748,731,0.831,,85,0.545,0.705
713368833,0,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205,2233,3972,0.662,,64,0.684,0.36
713370033,1,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438.3,0,1438.3,0.503,2014,53,0.472,0
713371233,0,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583,,10952,0.714,3320,55,0.774,0.054
713372583,0,42,F,4,High School,Single,Less than $40K,Blue,19,3,2,0,1438.3,0,1438.3,0.676,,,0.523,
713374533,0,52,F,1,Unknown,Single,$40K - $60K,Blue,43,4,2,2,1981,1082,899,0.584,3913,,,
713375658,0,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176,0,3176,,2298,67,,
713378133,0,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,2,3,11696,2288,9408,,2445,60,0.765,
713379258,0,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097,1293,2804,,15925,100,0.786,
713381433,1,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196,731,3465,,1868,30,0.2,
713382558,0,57,F,3,College,Single,,Blue,42,1,1,2,2063,953,1110,0.868,4304,,0.761,
713384508,0,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897,1398,1499,0.907,2698,,0.872,0.483
713390433,1,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516,,31999,,,67,0.763,0.073
713394858,0,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776,0,4776,0.626,4581,60,,
713396358,0,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558,816,2742,0.77,4878,,,0.229
713398158,0,45,M,3,Post-Graduate,Married,,Blue,30,2,2,2,3821,1673,2148,0.869,15005,89,0.712,0.438
713399583,1,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865,2097,27768,,,74,0.947,
713405133,0,51,M,2,College,Married,,Blue,43,5,2,3,5232,1923,3309,,4976,93,,
713407458,0,62,F,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870,2284,586,,3946,,,
713412558,0,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454,,4346,1.021,2674,67,0.675,0.203
713413758,0,26,F,1,College,Single,Unknown,Blue,16,4,3,3,2751,1599,1152,0.694,2270,44,0.333,0.581
713417433,0,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711,0,1711,0.983,4496,77,0.925,0
713418558,0,46,F,3,Graduate,Divorced,Less than $40K,Blue,37,6,1,0,9013,0,9013,0.597,3819,,0.614,
713419908,0,58,F,2,High School,Married,Unknown,Blue,50,3,2,3,12362,0,12362,,,72,0.636,
713422083,1,30,,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,1574,0.582,2560,59,0.788,0
713424108,0,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288,2349,1939,,,,0.541,
713426358,0,28,F,0,College,Married,,Blue,36,3,2,3,5685,0,5685,1.334,2395,,1,0
713428833,0,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537,1239,6298,0.854,7613,,0.579,
713431008,0,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562,0,3562,,4198,77,0.75,
713435058,0,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,3,1972,,483,0.69,4715,,0.65,
713436183,0,42,F,3,High School,Married,,Blue,29,4,3,2,5640,0,5640,,4739,,,0
713437008,1,40,F,3,Graduate,Married,Unknown,Blue,25,1,2,3,6888,,5010,1.059,9038,,0.829,0.273
713438358,0,41,,4,Graduate,Married,Unknown,Blue,30,3,1,2,5417,,3513,0.496,,56,0.556,
713441958,0,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727,1785,17942,,1245,,0.786,0.09
713442933,0,49,M,3,Unknown,Married,$40K - $60K,Blue,32,4,3,3,3114,2208,906,,5219,86,,0.709
713444058,0,45,M,1,Unknown,Divorced,$40K - $60K,Silver,31,3,1,1,17437,,15212,0.814,3381,51,0.594,0.128
713445183,0,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008,1841,2167,,,58,,
713447583,0,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816,0.824,5480,,0.933,
713453733,0,45,F,2,Uneducated,Single,,Blue,37,6,1,3,2529,1654,875,,,,,
713455233,0,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,1,34516,1416,33100,0.491,4026,65,0.512,0.041
713456583,0,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,0.52,,70,0.707,0.043
713460258,0,45,,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107,933,18174,0.88,8987,89,0.561,
713462508,0,55,F,2,Graduate,Married,Unknown,Blue,41,1,1,1,3591,1760,1831,0.507,13289,121,0.754,0.49
713463708,1,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,,
713464983,0,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,4947,1053,3894,,3479,76,0.81,0.213
713466033,1,39,,2,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2092,0,2092,0.422,2015,,0.269,0
713469333,0,40,,2,High School,Single,$80K - $120K,Blue,28,6,2,4,19279,1427,17852,,1777,56,,0.074
713474733,1,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1111.3,0.528,1783,40,0.481,0.227
713476758,0,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,10007,1586,8421,0.921,4309,77,0.711,
713480583,0,46,,3,High School,Married,Unknown,Blue,36,5,2,2,4668,0,4668,0.89,1612,,1.474,0
713482608,0,47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560,751,2809,1.096,,,,0.211
713486583,0,41,M,3,Graduate,Married,$60K - $80K,Blue,29,2,2,1,17277,2151,15126,0.701,8838,,0.732,0.125
713487633,0,44,M,3,Post-Graduate,Married,,Blue,32,3,4,2,34516,1807,32709,,7663,91,0.655,0.052
713489358,0,52,,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,3698,0,3698,0.811,3763,,0.864,
713490483,0,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740,0,21740,0.676,,54,0.543,0
713492583,1,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845,0,5845,,2308,35,,0
713508333,0,43,F,4,College,Unknown,Less than $40K,Blue,33,5,4,3,1884,1216,668,0.945,,,0.735,0.645
713509908,0,48,F,2,Graduate,Married,,Blue,35,3,1,1,1755,1058,697,0.697,4719,90,0.8,0.603
713511108,0,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,,1397,,,0.589
713512308,1,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,0.505,2229,45,0.406,0
713514633,1,59,M,2,Graduate,Single,$60K - $80K,Blue,50,2,4,2,6224,0,6224,0.801,8291,,1.029,0
713516433,0,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383,737,4646,0.956,2934,80,0.633,0.137
713519508,0,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1,1,1,1983,989,994,0.726,,,0.667,
713520858,0,53,,1,College,Single,,Blue,38,3,3,2,3895,1981,1914,0.839,16023,119,,0.509
713526258,1,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516,0,34516,,2020,33,,0
713529858,0,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,1383,14195,0.794,2492,71,,
713530833,1,58,M,2,Graduate,Married,,Blue,48,2,3,3,4085,2238,1847,,,15,,
713531808,0,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438.3,0,1438.3,,4475,,0.644,0
713532858,0,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728,1386,3342,0.756,4077,70,,0.293
713533983,0,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585,,1378,0.44,,,0.32,0.467
713535033,0,44,M,3,High School,Married,$80K - $120K,Blue,36,3,3,2,22243,1377,20866,0.567,3200,,,
713536158,0,65,M,1,College,Married,Less than $40K,Blue,56,5,3,2,4189,0,4189,0.715,1597,31,0.722,0
713537733,0,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516,1426,33090,,7582,95,,0.041
713539833,0,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135,0,8135,,1716,,0.812,
713541033,0,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,587,0.775,4571,,,0.726
713542008,0,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438.3,0,1438.3,,4236,,0.844,
713542908,0,31,M,2,Graduate,Single,Less than $40K,Blue,19,1,2,3,5871,1829,4042,0.81,15645,,0.746,0.312
713548158,0,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657,1611,1046,,,,0.464,0.606
713550483,0,45,M,4,Graduate,Unknown,,Blue,33,1,5,1,8670,1930,6740,,13767,96,0.655,0.223
713555133,1,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667,595,1072,0.63,2424,40,0.481,0.357
713556033,0,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,3,1438.3,790,648.3,0.615,3959,,0.735,0.549
713557533,0,34,M,3,High School,Single,,Blue,21,4,1,3,4353,,2698,,2664,81,0.884,
713560758,0,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,2,3,3181,2087,1094,0.752,13392,,0.736,0.656
713563383,0,50,F,3,Unknown,Single,Less than $40K,Blue,36,1,3,3,1930,952,978,0.67,3862,,0.818,0.493
713564208,0,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207,1527,680,0.861,4159,,1.133,0.692
